2026-01-28T04:14:08.000000000Z [inf]  Starting Container
2026-01-28T05:41:32.945340388Z [err]  WARNING:agentic.standards_rag.standards_rag_workflow:Validation failed: Issues: The response did not adhere to the strict output format instructions., The response used a forbidden phrase ('I don't have any specific information' variant) instead of 'UNKNOWN'., The response did not provide a concrete specification value or the required 'UNKNOWN' response.. The model must strictly follow the output format instructions. If the specific value cannot be found in the provided context (or if no context is provided), the response must be exactly 'UNKNOWN'. Forbidden phrases should not be used.
2026-01-28T05:41:32.947091599Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 5] Making retry decision...
2026-01-28T05:41:32.947099201Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Retrying (attempt 2/3)...
2026-01-28T05:41:32.953656179Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 3] Generating answer (attempt 20)...
2026-01-28T05:41:32.953666046Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 4] Validating response...
2026-01-28T05:41:32.953673686Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Creating Google Gemini: gemini-2.5-flash (key #1/1, skip_test=True)
2026-01-28T05:41:33.040818647Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Skipping test call, returning LLM directly: gemini-2.5-flash
2026-01-28T05:41:33.040839460Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent initialized
2026-01-28T05:41:33.040847330Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent validating response...
2026-01-28T05:41:33.040856223Z [err]  INFO:google_genai.models:AFC is enabled with max remote calls: 10.
2026-01-28T05:41:37.631427017Z [err]  INFO:httpx:HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2026-01-28T05:41:37.636385650Z [err]  INFO:agentic.shared_agents:Validation complete: valid=False, score=0.50
2026-01-28T05:41:37.636393166Z [err]  WARNING:agentic.standards_rag.standards_rag_workflow:Validation failed: Issues: The response did not adhere to the strict output format for when information is not found. It should have returned 'UNKNOWN' as per instruction #4., The response included phrases explicitly forbidden by instruction #3 ('I don't have specific information').. The model must strictly follow the output instructions. When no context is provided and thus no specific value can be found, the response should be exactly 'UNKNOWN'. It should also avoid any forbidden phrases like 'I don't have specific information' or 'Please rephrase'.
2026-01-28T05:41:37.643894369Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 5] Making retry decision...
2026-01-28T05:41:37.643899981Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Retrying (attempt 2/3)...
2026-01-28T05:41:37.643904788Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 3] Generating answer (attempt 21)...
2026-01-28T05:41:37.643910248Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 4] Validating response...
2026-01-28T05:41:37.643914644Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Creating Google Gemini: gemini-2.5-flash (key #1/1, skip_test=True)
2026-01-28T05:41:37.742693689Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Skipping test call, returning LLM directly: gemini-2.5-flash
2026-01-28T05:41:37.742984890Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent initialized
2026-01-28T05:41:37.743028046Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent validating response...
2026-01-28T05:41:37.743036914Z [err]  INFO:google_genai.models:AFC is enabled with max remote calls: 10.
2026-01-28T05:41:45.745482674Z [err]  INFO:httpx:HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2026-01-28T05:41:45.762470173Z [err]  INFO:agentic.shared_agents:Validation complete: valid=False, score=0.25
2026-01-28T05:41:45.762481120Z [err]  WARNING:agentic.standards_rag.standards_rag_workflow:Validation failed: Issues: The response violates the instruction: 'Do NOT return phrases like "I don't have specific information"'., The response violates the instruction: 'If you cannot find the specific value in the standards documents, respond with exactly: UNKNOWN'., The response is not grounded in the provided context (which is empty) as it makes a statement about its internal capabilities and offers a suggestion., The response hallucinates a reason for not answering and a suggestion.. The response should have strictly followed the instructions. Since the specific value for 'overall dimensions' could not be found (or was not provided in context), the response should have been exactly: 'UNKNOWN'.
2026-01-28T05:41:45.762488062Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 5] Making retry decision...
2026-01-28T05:41:45.762494982Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Retrying (attempt 2/3)...
2026-01-28T05:41:45.762501761Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 3] Generating answer (attempt 22)...
2026-01-28T05:41:45.762508167Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 4] Validating response...
2026-01-28T05:41:45.762515018Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Creating Google Gemini: gemini-2.5-flash (key #1/1, skip_test=True)
2026-01-28T05:41:45.848625607Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Skipping test call, returning LLM directly: gemini-2.5-flash
2026-01-28T05:41:45.848632175Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent initialized
2026-01-28T05:41:45.848637038Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent validating response...
2026-01-28T05:41:45.850195581Z [err]  INFO:google_genai.models:AFC is enabled with max remote calls: 10.
2026-01-28T05:41:54.270065220Z [err]  INFO:httpx:HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2026-01-28T05:41:54.287871280Z [err]  INFO:agentic.shared_agents:Validation complete: valid=False, score=0.00
2026-01-28T05:41:54.287880338Z [err]  WARNING:agentic.standards_rag.standards_rag_workflow:Validation failed: Issues: The response did not directly address the user's question in the required format. It should have responded with 'UNKNOWN' if the value could not be found., The response included phrases explicitly forbidden by the instructions ('I don't have any relevant standards documents', 'Please rephrase or ask about a different topic')., The response returned a description about its capabilities instead of a concrete specification value or 'UNKNOWN'.. The response must strictly adhere to the output format. If the specific value for 'overall dimensions' cannot be found in standards documents, the response must be exactly 'UNKNOWN'. No descriptive phrases or refusals to answer are allowed.
2026-01-28T05:41:54.287889143Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 5] Making retry decision...
2026-01-28T05:41:54.287898381Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Retrying (attempt 2/3)...
2026-01-28T05:41:54.290436586Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 3] Generating answer (attempt 23)...
2026-01-28T05:41:54.292148091Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 4] Validating response...
2026-01-28T05:41:54.292158061Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Creating Google Gemini: gemini-2.5-flash (key #1/1, skip_test=True)
2026-01-28T05:41:54.688899439Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Skipping test call, returning LLM directly: gemini-2.5-flash
2026-01-28T05:41:54.688904585Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent initialized
2026-01-28T05:41:54.688909498Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent validating response...
2026-01-28T05:41:54.688914869Z [err]  INFO:google_genai.models:AFC is enabled with max remote calls: 10.
2026-01-28T05:42:14.427494569Z [err]  INFO:httpx:HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2026-01-28T05:42:14.427512462Z [err]  INFO:agentic.shared_agents:Validation complete: valid=False, score=0.00
2026-01-28T05:42:14.427538836Z [err]  WARNING:agentic.standards_rag.standards_rag_workflow:Validation failed: Issues: The response explicitly violated the instruction: 'Do NOT return phrases like "I don't have specific information"'., The response failed to provide the required output 'UNKNOWN' when unable to find the specific value, as per instructions., The response did not directly address the user's question in the specified format (value or 'UNKNOWN').. The model must strictly adhere to the output format instructions. If it cannot find the specific value, it must respond with exactly 'UNKNOWN' and nothing else. It should avoid conversational phrases or statements about its own capabilities.
2026-01-28T05:42:14.427546851Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 5] Making retry decision...
2026-01-28T05:42:14.427552639Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Retrying (attempt 2/3)...
2026-01-28T05:42:14.427559162Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 3] Generating answer (attempt 24)...
2026-01-28T05:42:14.427565128Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 4] Validating response...
2026-01-28T05:42:14.427571526Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Creating Google Gemini: gemini-2.5-flash (key #1/1, skip_test=True)
2026-01-28T05:42:14.427577542Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Skipping test call, returning LLM directly: gemini-2.5-flash
2026-01-28T05:42:14.427585284Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent initialized
2026-01-28T05:42:14.427591284Z [err]  INFO:agentic.shared_agents:ResponseValidatorAgent validating response...
2026-01-28T05:42:14.427597177Z [err]  INFO:google_genai.models:AFC is enabled with max remote calls: 10.
2026-01-28T05:42:20.367922370Z [err]  INFO:httpx:HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2026-01-28T05:42:20.378583759Z [err]  INFO:agentic.shared_agents:Validation complete: valid=False, score=0.50
2026-01-28T05:42:20.378591182Z [err]  WARNING:agentic.standards_rag.standards_rag_workflow:Validation failed: Issues: The response violates the negative constraint: 'Do NOT return phrases like "I don't have specific information"'., The response violates the instruction for when information is not found: 'If you cannot find the specific value in the standards documents, respond with exactly: UNKNOWN'.. The response should strictly adhere to the output format instructions. Since no context was provided and thus no specific value could be found, the response should have been exactly: 'UNKNOWN'.
2026-01-28T05:42:20.378596613Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 5] Making retry decision...
2026-01-28T05:42:20.378601861Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Retrying (attempt 2/3)...
2026-01-28T05:42:20.386081108Z [err]  ERROR:agentic.standards_rag.standards_rag_workflow:Error executing workflow: Recursion limit of 50 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
2026-01-28T05:42:20.386092632Z [err]  For troubleshooting, visit: https://docs.langchain.com/oss/python/langgraph/errors/GRAPH_RECURSION_LIMIT
2026-01-28T05:42:20.386101591Z [err]  Traceback (most recent call last):
2026-01-28T05:42:20.386108351Z [err]    File "/app/agentic/standards_rag/standards_rag_workflow.py", line 579, in run_standards_rag_workflow
2026-01-28T05:42:20.386114983Z [err]      final_state = app.invoke(initial_state, config=config)
2026-01-28T05:42:20.386120645Z [err]                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-01-28T05:42:20.386128388Z [err]    File "/opt/venv/lib/python3.11/site-packages/langgraph/pregel/main.py", line 3071, in invoke
2026-01-28T05:42:20.386139278Z [err]      for chunk in self.stream(
2026-01-28T05:42:20.386146181Z [err]    File "/opt/venv/lib/python3.11/site-packages/langgraph/pregel/main.py", line 2674, in stream
2026-01-28T05:42:20.386152937Z [err]      raise GraphRecursionError(msg)
2026-01-28T05:42:20.386158929Z [err]  langgraph.errors.GraphRecursionError: Recursion limit of 50 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
2026-01-28T05:42:20.386165138Z [err]  For troubleshooting, visit: https://docs.langchain.com/oss/python/langgraph/errors/GRAPH_RECURSION_LIMIT
2026-01-28T05:42:20.386172160Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Running Standards RAG workflow for question: For a Cable Gland, what is the standard specification value for "accessories included"?
2026-01-28T05:42:20.386190515Z [err]  
2026-01-28T05:42:20.386196982Z [err]  IMPORTANT I...
2026-01-28T05:42:20.386234181Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 1] Validating question and resolving follow-ups...
2026-01-28T05:42:20.387990657Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:Question valid. Key terms: ['cable', 'gland,', 'standard', 'specification', 'value', '"accessories', 'included"?', 'important', 'instructions:', 'return'], Follow-up: False
2026-01-28T05:42:20.387998460Z [err]  INFO:agentic.standards_rag.standards_rag_workflow:[Node 2] Retrieving standards documents from Pinecone...
2026-01-28T05:42:20.388004340Z [err]  INFO:agentic.standards_rag.standards_chat_agent:[StandardsChatAgent] Creating singleton instance (first call)
2026-01-28T05:42:20.388010527Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Creating Google Gemini: gemini-2.5-flash (key #1/1, skip_test=True)
2026-01-28T05:42:20.479284036Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Skipping test call, returning LLM directly: gemini-2.5-flash
2026-01-28T05:42:20.479294615Z [err]  INFO:llm_fallback:[LLM_FALLBACK] Wrapping LLM with 120s timeout
2026-01-28T05:42:20.479300503Z [err]  ERROR:agentic.standards_rag.standards_rag_workflow:Error retrieving documents: Expected a Runnable, callable or dict.Instead got an unsupported type: <class 'llm_fallback.LLMWithTimeout'>
2026-01-28T05:42:20.479307021Z [err]  Traceback (most recent call last):
2026-01-28T05:42:20.479317137Z [err]    File "/app/agentic/standards_rag/standards_rag_workflow.py", line 202, in retrieve_standards_node
2026-01-28T05:42:20.479323082Z [err]      agent = create_standards_chat_agent()
2026-01-28T05:42:20.479328924Z [err]              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-01-28T05:42:20.479333786Z [err]    File "/app/agentic/standards_rag/standards_chat_agent.py", line 527, in create_standards_chat_agent
2026-01-28T05:42:20.479341967Z [err]      return get_standards_chat_agent(temperature=temperature)
2026-01-28T05:42:20.479350682Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
